תאריך פרסום,שם התכשיר,שם תכשיר באנגלית,שם החברה,סיבת העצירה,תאריך העצירה,צפי לחידוש שיווק,קבלת הודעה
,אומגוון,OMEGAVEN,"פרומדיקו בע""מ",סיבות תפעוליות,15.12.2020,התכשיר חזר מלאי,
,"וינורלבין ""אבווה"" 10 מ""ג. מ""ל","VINORELBIN ""EBEWE"" 10 MG.ML",פייזר PFE,סיבות תפעוליות,01.12.2020,30.09.2021,
,"פלואורואורציל ""אבווה"" 50 מ""ג.מ""ל","FLUOROURACIL ""EBEWE"" 50 MG.ML",טבע,סיבות מסחריות,01.06.2021,לצמיתות,
,"אבסטרל 600 מק""ג",ABSTRAL 600 MCG,"ניאופרם בע""מ",סיבות תפעוליות,26.08.2020,התכשיר חזר מלאי,
,"אבסטרל 800 מק""ג",ABSTRAL 800 MCG,טבע,סיבות תפעוליות,26.08.2020,31.03.2021,
,"דימתיל פומרט טבע 240 מ""ג",DIMETHYL FUMARATE TEVA 240 MG,"טקדה שיראל בע""מ",סיבות תפעוליות,מיידי,תחילת ינואר 2021,
,אדוויט 500 UI,ADVATE 500 IU,PERRIGO ISRAEL AGENCIES LTD,סיבות מסחריות,18.11.2020,מרץ 2021,
,אלקרן להזרקה,ALKERAN INJECTION,"קמהדע בע""מ",סיבות מסחריות,01.08.2020,לצמיתות,
,גמאפלקס,GAMMAPLEX,PERRIGO ISRAEL AGENCIES LTD,סיבות תפעוליות,01.01.2021,31.12.2021,
,"אולטיוה 1 מ""ג",ULTIVA 1MG,PERRIGO ISRAEL AGENCIES LTD,סיבות מסחריות,01.04.2020,לצמיתות,
,"אולטיוה 2 מ""ג",ULTIVA 2 MG,"אינובמד בע""מ",סיבות תפעוליות,01.04.2020,לצמיתות,
,"טקפידרה 120 מ""ג",Tecfidera 120 Mg,"אינובמד בע""מ",סיבות תפעוליות,31.01.2021,לצמיתות,
,"ביקאלוטמיד אינובמד 50 מ""ג",BICALUTAMIDE INOVAMED 50 MG,Medison Pharma LTD,סיבות מסחריות,01.12.2015,לצמיתות,
,"ביקאלוטמיד אינובמד 50 מ""ג",BICALUTAMIDE INOVAMED 50 MG,"דקסל בע""מ",סיבות מסחריות,01.12.2015,לצמיתות,
,"ונלפאקסין XR טבע ® 150 מ""ג",VENLAFAXINE XR TEVA ® 150 MG,טבע,סיבות מסחריות,תחילת נובמבר 2020,לצמיתות,
,"ונלפאקסין XR טבע ® 75 מ""ג",VENLAFAXINE XR TEVA 75 MG,"דקסל בע""מ",סיבות מסחריות,תחילת מרץ 2021,לצמיתות,
,"ונלפאקסין XR טבע ® 150 מ""ג",VENLAFAXINE XR TEVA ® 150 MG,"פריגו ישראל סוכנויות בע""מ",סיבות מסחריות,תחילת נובמבר 2020,לצמיתות,
,פונגילאק קאר,FUNGILAC CARE,J-C HEALTH CARE LTD,סיבות מסחריות,01.05.2021,לצמיתות,
,בנגיי אולטרא חזק,BENGAY ULTRA STRENGTH,"אינובמד בע""מ",סיבות תפעוליות,01.12.2020,15.01.2021,
,בנגיי אולטרא חזק,BENGAY ULTRA STRENGTH,כצט תעשיות כימיות,סיבות תפעוליות,01.12.2020,15.01.2021,
,"מונולונג 60 מ""ג",MONOLONG 60 MG,"פריגו ישראל סוכנויות בע""מ",סיבות תפעוליות,22.09.2020,28.02.2021,
,"מונולונג 60 מ""ג",MONOLONG 60 MG,טבע,סיבות תפעוליות,22.09.2020,28.02.2021,
,לנוקסין להזרקה,Lanoxin Injection,טבע,סיבות מסחריות,מיידי,לצמיתות,
,"פרבסטאטין טבע 40 מ""ג",PRAVASTATIN TEVA 40MG,"אינובמד בע""מ",סיבות תפעוליות,אמצע מרץ 2020,התכשיר חזר מלאי,
,"אזיטרומיצין אינובמד 250מ""ג",AZITHROMYCIN INOVAMED 250 MG,"אינובמד בע""מ",סיבות תפעוליות,01.02.2022,16.03.2022,
,"אנאסטרוזול אינובמד 1מ""ג",ANASTROZOLE INOVAMED 1 MG,"אינובמד בע""מ",סיבות מסחריות,01.12.2019,עד להודעה חדשה,
,"אנאסטרוזול אינובמד 1מ""ג",ANASTROZOLE INOVAMED 1 MG,טבע,סיבות מסחריות,01.12.2019,עד להודעה חדשה,
,אלרין לתינוקות תמיסת מלח,Alrin Baby Salt Solution,"אביק שיווק בע""מ",סיבות תפעוליות,01.02.2018,לצמיתות,
,בלסטווין טבע,BLASTOVIN TEVA,"אביק שיווק בע""מ",סיבות תפעוליות,מיידי,התכשיר חזר מלאי,
,בלסטווין טבע,BLASTOVIN TEVA,רפא,סיבות תפעוליות,מיידי,התכשיר חזר מלאי,
,רמיטנס 10,Ramitens 10,"באייר ישראל בע""מ",סיבות תפעוליות,01.11.2020,התכשיר חזר מלאי,
,קוליפרים 10% תמיסה וטרינרי,Coliprim solution 10% Veterinary,דקסל,סיבות תפעוליות,12.12.2019,לצמיתות,
,"למודקס 50 מ""ג",Lamodex 50 mg Dispersible.Chewable Tablets,דקסל,סיבות תפעוליות,22.07.2020,התכשיר חזר מלאי,
,"למודקס 25 מ""ג 30 טבליות",LAMODEX 25 MG DISPERSIBLE.CHEWABLE TABLETS,"אביק תוצרים וטרינריים בע""מ",סיבות תפעוליות,07.10.2020,התכשיר חזר מלאי,
,"למודקס 50 מ""ג",Lamodex 50 mg Dispersible.Chewable Tablets,"באייר ישראל בע""מ",סיבות תפעוליות,22.07.2020,התכשיר חזר מלאי,
,"למודקס 100 מ""ג",LAMODEX 100 MG DISPERSIBLE.CHEWABLE TABLETS,טבע,סיבות תפעוליות,מיידי,התכשיר חזר מלאי,
,קלוריל,KALURIL,פייזר PFE,סיבות תפעוליות,אמצע ספטמבר 2020,התכשיר חזר מלאי,
,"דופיקסנט 300 מ""ג",Dupixent 300 mg,"באייר ישראל בע""מ",סיבות תפעוליות,01.01.2021,01.12.2020,
,פרווירון,Proviron,פייזר PFE,סיבות מסחריות,28.02.2021,לצמיתות,
,"סולו מדרול 1000 מ""ג",SOLU MEDROL 1000mg,טבע,סיבות תפעוליות,01.02.2019,01.06.2021,
,"ספירונולקטון טבע ® 100 מ""ג",SPIRONOLACTONE TEVA ® 100 MG,"באייר ישראל בע""מ",סיבות תפעוליות,מיידי,התכשיר חזר מלאי,
,"ספירונולקטון טבע ® 100 מ""ג",SPIRONOLACTONE TEVA ® 100 MG,"דקסל בע""מ",סיבות תפעוליות,מיידי,התכשיר חזר מלאי,
,ויפאקס XR 150,VIEPAX XR 150,"דקסל בע""מ",סיבות תפעוליות,15.9.2020,לצמיתות,
,ויפאקס 75 XR,VIEPAX XR 75,J-C Health Care Ltd,סיבות תפעוליות,12.10.2020,19.11.2020,
,הלדול דקאנואס,Haldol Decanoas,טבע,סיבות תפעוליות,29.10.2020,01.07.2021,
,"פרבסטאטין טבע 40 מ""ג",PRAVASTATIN TEVA 40MG,טבע,סיבות תפעוליות,אמצע מרץ 2020,סוף נובמבר 2020 (במקום אמצע נובמבר 2020),
,"טרזוסין טבע ® 5 מ""ג",TERAZOSIN TEVA ® 5 MG,"אלרגן ישראל בע""מ",סיבות תפעוליות,תחילת אוקטובר 2020,אמצע דצמבר 2020 (במקום אמצע נובמבר 2020),
,"היטרין טבליות 10 מ""ג",HYTRIN 10 MG TABLETS,"אלרגן ישראל בע""מ",סיבות תפעוליות,03.11.2020,התכשיר חזר למלאי,
,"היטרין טבליות 10 מ""ג",HYTRIN 10 MG TABLETS,"פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,03.11.2020,התכשיר חזר למלאי,
,נאו מדרול תחליב אקנה,Neo medrol acne lotion,"פריגו ישראל סוכנויות בע""מ",סיבות מסחריות,01.03.2020,לצמיתות,
,טרנדייט זריקות,TRANDATE INJECTION,צמל ביו-פארמה,סיבות תפעוליות,05.08.2020,01.04.2021,
,"גמציטבין מדאק 1000 מ""ג",Gemcitabine medac 1000 mg,צמל ביו-פארמה,סיבות מסחריות,מיידי,לצמיתות,
,"גמציטבין מדאק 1500 מ""ג",Gemcitabine medac 1500 mg,אביק,סיבות מסחריות,מיידי,לצמיתות,
,"פנטורה ® 200 מק""ג",FENTORA ® 200 MCG,"נוברטיס ישראל בע""מ",סיבות תפעוליות,מיידי,התכשיר חזר מלאי,
,"ריטלין LA 10 מ""ג כמוסות בשחרור מושהה",Ritalin LA 10 mg modified release capsules,PERRIGO ISRAEL AGENCIES LTD,סיבות תפעוליות,22.10.2020,התכשיר חזר מלאי,
,סליפ אייד,Sleep Aid,איי.אל.מדי-מרקט,סיבות תפעוליות,10.9.2021,התכשיר חזר מלאי,
,קטמין מדי-מרקט 10% וטרינרי,KETAMIN MEDIMARKET 10% VETERINARY,טבע,סיבות תפעוליות,מיידי,10.11.2021,
,גלוקופג',GLUCOPHAGE,טבע,"סיבות תפעוליות,",מיידי,לצמיתות,
,"דולוקסטין DR טבע ® 30 מ""ג",DULOXETINE DR TEVA ® 30 MG,"נוברטיס ישראל בע""מ",סיבות תפעוליות,תחילת ספטמבר 2020,תחילת אפריל 2021 (סוף דצמבר 2020),
,"היקמטין 1 מ""ג",HYCAMTIN 1 MG,J-C HEALTH CARE LTD,סיבות תפעוליות,21.06.2020,התכשיר חזר מלאי,
,ריגיין 5%,REGAINE 5%,טבע,סיבות מסחריות,מיידי,לא ידוע,
,"אליגרד 7.5 מ""ג",ELIGARD 7.5 MG,אביק,סיבות תפעוליות,01.11.2020,התכשיר חזר מלאי,
,"פנטורה ® 200 מק""ג",FENTORA ® 200 MCG,טבע,סיבות תפעוליות,מיידי,התכשיר חזר מלאי,
,"מילראן טבליות 2 מ""ג",MYLERAN TABLETS 2 MG,"ניאופרם סיינטיפיק בע""מ",סיבות תפעוליות,11.10.2020,התכשיר חזר מלאי,
,"מילראן טבליות 2 מ""ג",MYLERAN TABLETS 2 MG,טבע,סיבות תפעוליות,11.10.2020,התכשיר חזר מלאי,
,קלוריל,KALURIL,אסטלס פארמה אינטרנשיונל בי.וי.,סיבות תפעוליות,אמצע ספטמבר 2020,התכשיר חזר מלאי,
,"טרזוסין טבע ® 5 מ""ג",TERAZOSIN TEVA ® 5 MG,"ניאופרם סיינטיפיק בע""מ",סיבות תפעוליות,תחילת אוקטובר 2020,אמצע נובמבר 2020 (במקום אמצע אוקטובר 2020),
,"טוקטינו 10 מ""ג",TOCTINO 10 MG,J-C HEALTH CARE LTD,סיבות תפעוליות,05.04.2020,31.03.2021,
,אטומידאט- ליפורו,ETOMIDATE-LIPURO,MBI Pharma,סיבות תפעוליות,11.10.2020,01.04.2021,
,"אפי-סל 50מ""ג",Epi-Cell 50mg,Lapidot Medical Import and Marketing,סיבות תפעוליות,12.10.2020,01.09.2021,
,אטומידאט- ליפורו,ETOMIDATE-LIPURO,"דקסל בע""מ",סיבות תפעוליות,11.10.2020,01.04.2021,
,ויפאקס 75 XR,VIEPAX XR 75,אוניפארם,סיבות תפעוליות,12.10.2020,26.10.2020,
,דואביב,Duavive,MBI Pharma,סיבות תפעוליות,01.07.2020,01.04.2021,
,דואביב,Duavive,Novartis Israel Ltd.,סיבות תפעוליות,01.07.2020,01.04.2021,
,"אטופוסיד ""אבווה"" 20 מ""ג.מ""ל","ETOPOSID ""EBEWE"" 20 MG.ML",אוניפארם,סיבות מסחריות,12.10.2020,לצמיתות,
,ממוריט 5,Memorit 5,דקסל,סיבות מסחריות,01.01.2021,לצמיתות,
,"למודקס 25 מ""ג 30 טבליות",LAMODEX 25MG 30TAB,"נוברטיס ישראל בע""מ",סיבות תפעוליות,מיידי,05.11.2020,
,"דיובאן 160מ""ג טבליות מצופות",DIOVAN 160 MG FILM-COATED TABLETS,"אלרגן ישראל בע""מ",סיבות תפעוליות,סוף אוקטובר 2020,התכשיר חזר למלאי,
,קומביגן,Combigan,טבע,סיבות תפעוליות,08.11.2020,22.12.2020,
,"טופיראמט טבע ® 200 מ""ג",TOPIRAMATE TEVA 200 MG,"סאנופי אוונטיס ישראל בע""מ",סיבות תפעוליות,01.06.2019,לצמיתות,
,"טופיראמט טבע ® 100 מ""ג",TOPIRAMATE TEVA 100 MG,טבע,סיבות תפעוליות,01.06.2019,לצמיתות,
,"טופיראמט טבע ® 200 מ""ג",TOPIRAMATE TEVA 200 MG,טבע,סיבות תפעוליות,01.06.2019,לצמיתות,
,"טופיראמט טבע ® 25 מ""ג",TOPIRAMATE TEVA 25 MG,טבע,סיבות תפעוליות,01.06.2019,לצמיתות,
,"טופיראמט טבע ® 50 מ""ג",TOPIRAMATE TEVA 50 MG,"אינובמד בע""מ",סיבות תפעוליות,01.06.2019,לצמיתות,
,אפירוביצין אינובמד,Epirubicin Inovamed,טבע,סיבות מסחריות,31.12.2017,לצמיתות,
,"ונלפאקסין XR טבע ® 150 מ""ג",VENLAFAXINE XR TEVA ® 150 MG,כצט תעשיות כימיות,סיבות מסחריות,תחילת נובמבר 2020,עד להודעה חדשה,
,"הלופר 5 מ""ג",Haloper 5 MG,כצט תעשיות כימיות,סיבות תפעוליות,04.10.2020,01.11.2020,
,"הלופר 5 מ""ג",Haloper 5 MG,כצט תעשיות כימיות,סיבות תפעוליות,04.10.2020,01.11.2020,
,"נוביטרופן 5 מ""ג",NOVITROPAN 5 MG,כצט תעשיות כימיות,סיבות תפעוליות,01.10.2020,התכשיר חזר מלאי,
,"טרוספס 15 מ""ג",TROSPAS 15 MG,אביק,סיבות תפעוליות,01.10.2020,התכשיר חזר מלאי,
,"ארקו טבע 120 מ""ג",ARCO TEVA 30 MG,אביק,סיבות תפעוליות,01.09.2020,לצמיתות,
,"ארקו טבע 30 מ""ג",ARCO TEVA 120 MG,כצט תעשיות כימיות,סיבות תפעוליות,01.09.2020,לצמיתות,
,"מונולונג 60 מ""ג",MONOLONG 60 MG,אוניפארם,סיבות תפעוליות,22.09.2020,31.12.2020,
,סרנדה 50,SERENADA 50,כצט תעשיות כימיות,סיבות תפעוליות,01/10/2020,01/11/2020,
,"טרנקסל 15 מ""ג",TRANXAL 15 MG,GSK,סיבות תפעוליות,04.10.2020,31.12.2020,
,פלודקאט,Fludecate,GSK,סיבות תפעוליות,01/11/2020,31/12/2020,
,זיבן,ZYBAN,טבע,סיבות תפעוליות,15/12/2020,עד להודעה חדשה,
,קלוריל,KALURIL,דקסל,סיבות תפעוליות,אמצע ספטמבר 2020,אמצע אוקטובר 2020 (במקום סוף ספטמבר 2020),
,לוסרדקס פלוס,LOSARDEX PLUS HCT50/12.5MG 30T,"דקסל בע""מ",סיבות תפעוליות,15.9.2020,התכשיר חזר מלאי,
,לוסרדקס פלוס,LOSARDEX PLUS HCT50/12.5MG 30T,"דקסל בע""מ",סיבות תפעוליות,15.9.2020,התכשיר חזר מלאי,
,לוסרדקס 12.5,LOSARDEX 12.5,טבע,סיבות תפעוליות,15.09.2020,התכשיר חזר מלאי,
,"ניאוטיגאזון 10 מ""ג",NEOTIGASON 10MG,אביק,סיבות תפעוליות,מיידי,התכשיר חזר מלאי,
,"פנטורה ® 200 מק""ג",FENTORA ® 200 MCG,"נוברטיס ישראל בע""מ",סיבות תפעוליות,מיידי,אמצע אוקטובר 2020,
,"ניאוטיגאזון 10 מ""ג",NEOTIGASON 10MG,טבע,סיבות תפעוליות,מיידי,התכשיר חזר מלאי,
,טמסולוסין טבע,TAMSULOSIN TEVA,טבע,סיבות תפעוליות,01/01/2017,לצמיתות,
,"טרזוסין טבע ® 5 מ""ג",TERAZOSIN TEVA ® 5 MG,Dexcel Ltd,סיבות תפעוליות,תחילת אוקטובר 2020,אמצע אוקטובר 2020,
,סרנדה 100,SERENADA 100,רפא,סיבות תפעוליות,09/08/2020,15/10/2020,
,היסינגלה 100 ER,Hysingla ER 100,רפא,סיבות מסחריות,מיידי (מעולם לא יצא לשוק),לצמיתות,
,היסינגלה 20 ER,Hysingla ER 20,רפא,סיבות מסחריות,מיידי (מעולם לא יצא לשוק),לצמיתות,
,היסינגלה 30 ER,Hysingla ER 30,רפא,סיבות מסחריות,מיידי (מעולם לא יצא לשוק),לצמיתות,
,היסינגלה 60 ER,Hysingla ER 60,"נוברטיס ישראל בע""מ",סיבות מסחריות,מיידי (מעולם לא יצא לשוק),לצמיתות,
,טרמדקס 100OD,TRAMADEX OD 100,רפא,סיבות תפעוליות,13.09.2020,21.09.2020,
,היסינגלה 100 ER,Hysingla ER 100,"נוברטיס ישראל בע""מ",סיבות מסחריות,מיידי (מעולם לא יצא לשוק),לצמיתות,
,"ריטלין LA 40 מ""ג כמוסות בשחרור מושהה",Ritalin LA 40 mg modified release capsules,PERRIGO ISRAEL PHARMACEUTICALS LTD,סיבות תפעוליות,20/09/2020,25/09/2020,
,אגיספור,Agispor,"קיור מדיקל אנד טכניקל סופלאי בע""מ",סיבות תפעוליות,08/09/2020,התכשיר חזר מלאי,
,סמופקביבן,SMOFKABIVEN,טבע,סיבות תפעוליות,06.09.2020,התכשיר חזר מלאי,
,דילאטם 120,SRDILATAM 120 SR,"דקסל בע""מ",סיבות תפעוליות,תחילת אפריל 2020,התכשיר חזר מלאי,
,"מיטומיצין סי 10 מ""ג",Mitomycin C 10 mg,טבע,סיבות תפעוליות,"באוקטובר 2019 הודענו על הפסקת שיווק זמנית, במהלכה נמכרו יתרות המלאי באישור מיוחד ממשרד הבריאות",לצמיתות,
,"פרבסטאטין טבע 40 מ""ג",PRAVASTATIN TEVA 40MG,"תרו תעשיה רוקחית בע""מ",סיבות תפעוליות,אמצע מרץ 2020,סוף אוקטובר 2020 (במקום סוף ספטמבר 2020),
,פרקוסט 10,Percocet 10,"תרו תעשיה רוקחית בע""מ",סיבות תפעוליות,15.10.2020,התכשיר חזר מלאי,
,פרקוסט 10,Percocet 10,SciVac Ltd.,סיבות תפעוליות,15.10.2020,התכשיר חזר מלאי,
,"סיי-בי-ואק 2.5 מק""ג.0.5 מ""ל",SCI-B-VAC 2.5 MCG.0.5 ML,SciVac Ltd.,סיבות מסחריות,02.09.2020,עד להודעה חדשה,
,"סיי-בי-ואק 5 מק""ג.0.5 מ""ל",SCI-B-VAC 5 MCG.0.5 ML,"סאנופי אוונטיס ישראל בע""מ",סיבות מסחריות,02.09.2020,עד להודעה חדשה,
,אדנוקור,Adenocor,PERRIGO ISRAEL AGENCIES LTD,סיבות מסחריות,01.03.2021,התכשיר חזר מלאי,
,"בנפיקס 2000 יח' בינ""ל",BENEFIX 2000 IU.VIAL,ביואבניר,סיבות מסחריות,01.09.2020,01.01.2021,
,פנטואבניר IV,PANTOAVENIR IV,ביואבניר,סיבות מסחריות,מיידי,עד להודעה חדשה,
,פלוקו-אבניר,FLUCO - AVENIR,PERRIGO ISRAEL AGENCIES LTD,סיבות תפעוליות,מיידי,30.04.2021,
,אלקרן להזרקה,ALKERAN INJECTION,"ניאופרם בע""מ",סיבות תפעוליות,01.08.2020,30.12.2021,
,"אבסטרל 600 מק""ג",ABSTRAL 600 MCG,"ניאופרם בע""מ",סיבות מסחריות,26.08.2020,30.11.2020,
,"אבסטרל 200 מק""ג",ABSTRAL 200 MCG,"ניאופרם בע""מ",סיבות מסחריות,26.08.2020,התכשיר חזר למלאי,
,"אבסטרל 600 מק""ג",ABSTRAL 600 MCG,"ניאופרם בע""מ",סיבות מסחריות,26.08.2020,30.11.2020,
